text,label,language,source
"Bros! I make ₦220k from dis platform last week. Start with ₦60k 3 weeks ago. The bot na REAL deal. Comment ""INFO"" for WhatsApp group link.",ponzi_related,pidgin,llm_synthetic
"NEW MMM SOUTH WEST! Provide Help ₦20k, Get Help ₦40k for 7 days. Verified by community. 50% bonus mavros for first 200 participants. Join sharp.",ponzi_related,pidgin,llm_synthetic
AI trading bot dey earn members ₦12k+ daily on autopilot. ₦80k minimum deposit. Withdrawal to any bank. 6000+ Nigerians don trust am. Register today via link.,ponzi_related,pidgin,llm_synthetic
"Sharp Nigerians dey make sharp money! Our forex group offer guaranteed 30% monthly ROI. ₦50k minimum, paid weekly. Verified track record. Limited slots dey.",ponzi_related,pidgin,llm_synthetic
Pay ₦18k starter package for our exclusive crypto platform. Earn ₦3k daily compound for 25 days. Total return ₦95k. Withdraw anytime after day 7.,ponzi_related,pidgin,llm_synthetic
"Final batch for CBEX 2.0! Deposits dey close Friday. ₦100k go turn ₦300k for 21 days. AI-managed, fully insured. Slots dey fill — register via official admin.",ponzi_related,pidgin,llm_synthetic
Withdrawal proof: ₦450k alert just drop 🎉🎉 Start dis platform 6 weeks back with ₦100k. Steady weekly profit. System na bulletproof. DM for details.,ponzi_related,pidgin,llm_synthetic
"New Loom variant don launch! Pay ₦8k, recruit 8 people, collect ₦64k payout when loom complete. Average cycle 12 days. 30k cycles done dis month.",ponzi_related,pidgin,llm_synthetic
"Exclusive offer for sharp Nigerians! ₦40k forex starter pack, return ₦200k for 30 days. Tested 2000+ times. Verified withdrawals. No miss dis opportunity.",ponzi_related,pidgin,llm_synthetic
"CBEX Diamond Members Only! $5000 deposit, $500 daily for 30 days. Na $15k from $5k. AI smart contracts dey protect your funds. 50 elite investors only.",ponzi_related,pidgin,llm_synthetic
"You wan extra ₦100k monthly? Join our forex signals VIP group. ₦15k subscription, signals dey make members ₦4k+ daily. 94% win rate. Slots dey close Sunday.",ponzi_related,pidgin,llm_synthetic
Massive payout day for Racksterli Premium members! ₦250k payouts process across Naija banks. Subscribe for ₦25k make you dey earn ₦60k+ monthly from posts.,ponzi_related,pidgin,llm_synthetic
"Stop hustling for nothing! Our AI bot dey make you ₦10k daily on autopilot. ₦60k deposit, 30-day contract. Risk-free, automated. 4000+ members dey earn.",ponzi_related,pidgin,llm_synthetic
New investment platform dey pay massive! ₦100k go turn ₦400k for 45 days. Bank-grade security. SEC compliant. Same-day withdrawals. 200 slots only.,ponzi_related,pidgin,llm_synthetic
"Pay ₦5k entry fee for our exclusive matrix platform! Complete 3x3 matrix, withdraw ₦125k. Average completion 30 days. Already 10k matrices complete.",ponzi_related,pidgin,llm_synthetic
"URGENT! MBA Forex final phase open Monday. Last chance to invest before dem close registration permanently. ₦100k minimum, 20% monthly return. Limited.",ponzi_related,pidgin,llm_synthetic
Imagine Global Solutions VIP! Premium package ₦300k dey earn ₦75k weekly. Withdrawals every Friday to your bank. Already pay ₦8 billion to investors this year.,ponzi_related,pidgin,llm_synthetic
"Crypto wealth opportunity! Drop 100 USDT, our trading bot go grow am to 500 USDT for 30 days. Guaranteed. Withdraw anytime. Refer padi, earn 20% commission.",ponzi_related,pidgin,llm_synthetic
Massive opportunity for Nigerians abroad! Diaspora investment scheme dey return 200% for 90 days. Minimum $500. Verified payouts to Western Union and bank.,ponzi_related,pidgin,llm_synthetic
"CBEX FastCash Premium! $300 deposit, $30 daily for 20 days. Total return $600. AI-managed, risk-free trading. Slots dey fill — secure yours today.",ponzi_related,pidgin,llm_synthetic
I just withdraw ₦620k from dis forex platform 🎉 Start with ₦150k 8 weeks ago. Steady compound growth. No scam — Naija regulators don verify.,ponzi_related,pidgin,llm_synthetic
"New AI mining program don launch! ₦50k starter package, 6% daily for 25 days. Withdraw anytime. Refer 5 padi get free upgrade to Premium.",ponzi_related,pidgin,llm_synthetic
EXCLUSIVE drop! Our wealth multiplication program go turn ₦25k to ₦150k for 21 days. Tested 5000+ times. Verified bank withdrawals. 100 slots daily.,ponzi_related,pidgin,llm_synthetic
URGENT slot alert! Premium MMM Naija Federal phase open tomorrow. ₦50k provide help return ₦100k for 14 days. Verified by community admins. No miss!,ponzi_related,pidgin,llm_synthetic
"Trading masters group offer! ₦20k entry, signals dey make ₦5k+ daily. 95% accuracy. Already 7000+ members. Withdrawal to Opay/Palmpay/Kuda anytime.",ponzi_related,pidgin,llm_synthetic
"CBEX na real deal! My padi drop ₦200k last month, just withdraw ₦600k yesterday. AI bot consistent. Comment for official admin contact.",ponzi_related,pidgin,llm_synthetic
"Wealth-creation opportunity! Pay ₦35k entry, recruit 4 padi, withdraw ₦180k for 18 days. Pyramid system. Already 15,000 cycles complete nationwide.",ponzi_related,pidgin,llm_synthetic
"Brand new crypto arbitrage platform! Deposit $200, earn $20 daily for 30 days. AI-managed, risk-free. Refer padi earn 15% commission. Slots dey fill sharp.",ponzi_related,pidgin,llm_synthetic
Hot weekend offer! Our forex platform dey give 50% bonus on deposits over ₦100k. Earn 25% monthly guaranteed. Slots dey close Sunday — register now.,ponzi_related,pidgin,llm_synthetic
"Twinkas Diamond don open! ₦10k entry, recruit 2 people, withdraw ₦80k for 24 hours. Already 100k cycles complete. Verified payouts. Trustworthy admin team.",ponzi_related,pidgin,llm_synthetic
AI Trading Pro Naija! Members dey make ₦15k daily on our automated platform. ₦80k starting deposit. Withdraw anytime. Already pay ₦20 billion this year.,ponzi_related,pidgin,llm_synthetic
"FINAL CHANCE! Loom Money Premium dey close registration midnight. ₦15k entry, ₦120k payout when loom complete. Average 8 days. Tested 50k+ times.",ponzi_related,pidgin,llm_synthetic
Get rich with our exclusive investment club! ₦200k membership go earn ₦50k weekly for 12 weeks. Total profit ₦400k. Verified withdrawals. Join elite.,ponzi_related,pidgin,llm_synthetic
"You want passive income? Our AI forex bot dey earn ₦7k daily for you. ₦45k starting deposit. Withdraw anytime. 10,000+ Nigerians dey trust am. Register now.",ponzi_related,pidgin,llm_synthetic
Imagine Global Diamond! ₦500k go earn ₦125k weekly for 16 weeks. Na ₦2 million from ₦500k. Withdrawals process Friday. SEC compliant. Limited slots.,ponzi_related,pidgin,llm_synthetic
Hot crypto opportunity dey drop today! Our AI bot dey trade USDT at 8% daily compound. Minimum $100. Verified withdrawals. 15k members already earning. No sleep!,ponzi_related,pidgin,llm_synthetic
"NEW MMM PHASE DEY LAUNCH! Provide Help ₦100k, Get Help ₦200k for 21 days. Verified by community. 30% bonus for first 100 participants. Join WhatsApp group.",ponzi_related,pidgin,llm_synthetic
"CBEX Final Phase! Last chance to invest before permanent closure. $500 deposit return $1,500 for 30 days. AI-managed. No miss dis final wealth wave!",ponzi_related,pidgin,llm_synthetic
Smart investors only! Our exclusive forex group dey earn members ₦20k+ daily. ₦25k monthly subscription. 96% win rate. 8000+ Nigerians dey trust. Slots dey fill.,ponzi_related,pidgin,llm_synthetic
"Stop watching others dey get rich! Our crypto mining bot dey earn ₦12k daily on autopilot. ₦70k deposit, 30-day contract. Withdraw via Kuda/Opay/Palmpay anytime.",ponzi_related,pidgin,llm_synthetic
"Premium wealth opportunity! Pay ₦50k entry, dey earn ₦15k weekly for 10 weeks. Na ₦150k profit from ₦50k. SEC-aware platform. Verified payouts.",ponzi_related,pidgin,llm_synthetic
"New AI investment platform dey pay daily! ₦80k starter package return ₦240k for 30 days. Withdrawal to any Naija bank. 12,000 members dey earn consistently.",ponzi_related,pidgin,llm_synthetic
URGENT FINAL CALL! Naija Wealth Federation dey close registration tonight midnight. ₦40k go turn ₦200k for 25 days. Guaranteed. Tested. Trustworthy. No sleep!,ponzi_related,pidgin,llm_synthetic
"🚨 Naya crypto investment plan! Sirf ₹10,000 invest karo aur 30 din mein ₹50,000 paao. 100% guaranteed return. SBI account mein direct withdrawal. Abhi register karo!",ponzi_related,hindi,llm_synthetic
"Bhai maine ₹50,000 lagaye, 2 hafte mein ₹2 lakh nikale! Ye platform genuine hai. Use my referral code DEMI2024 for ₹2,000 bonus 💰💰",ponzi_related,hindi,llm_synthetic
"Forex trading bot ka jadu! ₹25,000 deposit karo, daily ₹2,500 kamao 30 din tak. HDFC Bank mein automatic withdrawal. Limited 100 slots. Jaldi karo!",ponzi_related,hindi,llm_synthetic
Bhaiya yeh scheme 100% genuine hai. Mai ne khud ₹1 lakh laga ke ₹5 lakh nikala. No scam. Telegram group join karo for proof of payment.,ponzi_related,hindi,llm_synthetic
"⚡ URGENT! Slot band ho rahe hain TONIGHT! Pay ₹15,000 entry fee, paao ₹75,000 7 din mein. Pyramid structure, downline full hone par guaranteed payout. Admin verified ✅",ponzi_related,hindi,llm_synthetic
"Crypto mining bot launch! Connect karo apna wallet, deposit 0.01 BTC, balance grow karega 5% daily. Pehle 200 users ko DOUBLE return milega. Mauka mat chodo 🚀",ponzi_related,hindi,llm_synthetic
"Mera bhai ne ₹2 lakh kamaye is platform se! Sirf ₹40,000 invest kiye the. Real proof of payment hai group mein. WhatsApp 9815xxxxx for invite link.",ponzi_related,hindi,llm_synthetic
"Premium investment club exclusive offer! ₹50,000 join-up fee paao ₹25,000 weekly 8 hafte tak. Total ₹2 lakh. SEBI compliant. Trusted platform. DM admin.",ponzi_related,hindi,llm_synthetic
"Naya MLM crypto opportunity! Deposit $100 USDT, refer 3 dost, withdraw $500 in 7 days. Binary matrix, fully automated. Don't miss out 🚀",ponzi_related,hindi,llm_synthetic
"Smart Indian investors only! Hamara forex group guaranteed 30% monthly ROI deta hai. ₹25,000 minimum, weekly paid. Verified track record. Limited slots.",ponzi_related,hindi,llm_synthetic
BHAI MASSIVE PROFIT! Crypto arbitrage bot 3% daily compound deta hai. Minimum $50 deposit. 8000+ users worldwide trust karte hain. Referral code DEMI for bonus.,ponzi_related,hindi,llm_synthetic
"Welcome bonus aaj sirf! Register karo hamare forex platform pe ₹15,000 minimum deposit ke saath aur FREE ₹7,500 trading credit paao. 25% weekly ROI. 24-hour offer only.",ponzi_related,hindi,llm_synthetic
"Exclusive opportunity! Apne upline ko ₹40,000 donate karo, 4 logon ko recruit karo, paao ₹3 lakh in 30 days. Mathematical certainty. 50,000 Indians already enrolled.",ponzi_related,hindi,llm_synthetic
"Daily profit alert: members ne average ₹8,000 kamaye aaj hamare forex platform pe. VIP group join karo free signals ke liye. Min trade ₹8k. Profits Paytm pe direct.",ponzi_related,hindi,llm_synthetic
"Premium package ₹1.5 lakh deta hai ₹40k weekly 12 hafte tak. 3 dost refer karo, extra ₹20k bonus. Kisi bhi Indian bank mein withdrawal. Wealth-creation opportunity!",ponzi_related,hindi,llm_synthetic
"Bhai check this out — maine ₹40k laga ke 3 hafte pehle. Aaj balance ₹2.5 lakh hai. ₹80k nikala kal. Real talk, koi scam nahi. DM kar.",ponzi_related,hindi,llm_synthetic
"Naya scheme paying! Pay ₹15,000, matrix position lo, 4 logon ko recruit karo apne downline mein, withdraw ₹1.2 lakh jab matrix complete ho. Avg 14 din. Tested!",ponzi_related,hindi,llm_synthetic
"Hot crypto opportunity! Hamara AI bot tumhara USDT 7% daily compound mein grow karta hai. Min $200 deposit, withdraw 7 din baad. Refer dost, 15% commission.",ponzi_related,hindi,llm_synthetic
Final reminder bhaiya! MMM India launch ho raha hai kal! Initial deposits ko 50% bonus mavros milega. ROI 30% per month guaranteed. 100k members already registered.,ponzi_related,hindi,llm_synthetic
"Smart Indians making money on this platform! ₹30,000 starter package returns ₹1.5 lakh in 30 days. Withdrawals 2 ghante mein bank transfer ke through.",ponzi_related,hindi,llm_synthetic
"Trading signals VIP group offer! ₹5,000 monthly fee for signals making ₹2,500+ daily. 92% accuracy. 1500+ members trust karte. Slots filling — register via Paytm.",ponzi_related,hindi,llm_synthetic
⚡ Withdrawal proof attached! Maine ₹1.5 lakh nikale aaj. Started ₹50k 12 din pehle. Tested aur reliable. Comment YES for official group invite.,ponzi_related,hindi,llm_synthetic
"Brand new platform: India Forex Pro! Min ₹20,000 deposit, 15% guaranteed weekly returns. SEBI compliant, fully insured. First 100 sign-ups get free course.",ponzi_related,hindi,llm_synthetic
"Sote sote paise kamao 💤💰 Hamara automated trading bot daily ₹4,000+ kamata hai bina kuch kiye. ₹25k starting deposit. Withdraw any bank.",ponzi_related,hindi,llm_synthetic
"Premium VIP forex group: pay ₹20,000 entry, daily ROI ₹3,000+ for 60 days. Risk-free, 100% guaranteed. Limited slots remaining bhai.",ponzi_related,hindi,llm_synthetic
"Recruitment alert! Join karo hamari exclusive cash-flow community. Pay ₹8,000, 5 dost recruit karo, withdraw ₹40,000. Repeat as many times as you want. Easy money.",ponzi_related,hindi,llm_synthetic
"AI Trading Bot India! Bas launch hua! Deposit ₹40k, daily ₹6,000 kamao 30 days tak. Trading skill nahi chahiye. Bot sab kuch karta hai. Join Telegram group below.",ponzi_related,hindi,llm_synthetic
Maine ₹10 lakh kamaye pichle mahine is platform se 🎉 Started with ₹2 lakh investment. Weekly withdraw. Ab profits use kar ke recruit kar raha hu. Comment for details.,ponzi_related,hindi,llm_synthetic
"Final batch entry for India Forex Capital! ₹1 lakh minimum, 20% monthly guaranteed, 6-month contract. Already ₹50 crore paid. Limited slots — register today.",ponzi_related,hindi,llm_synthetic
"Hot deal! Pay ₹4,000 entry, matrix position lo, complete 2x2 matrix, withdraw ₹30,000. Avg cycle 10 days. Tested 1000+ times. Trustworthy admins.",ponzi_related,hindi,llm_synthetic
Financial freedom chahte ho? Join wealth multiplication program! ₹80k turns into ₹4 lakh in 60 days. Verified payouts to HDFC and ICICI Bank. Slots closing soon.,ponzi_related,hindi,llm_synthetic
Bhaiya ye new platform paying massively! Diamond package ₹4 lakh ₹1 lakh weekly deta hai. Withdrawals 6 hours mein. SEBI registered. Trustworthy. Join NOW.,ponzi_related,hindi,llm_synthetic
"Garib hona band karo! Hamara automated forex system ₹6,000+ daily kamata hai bina kuch kiye. ₹30k starting capital. Top Indian YouTubers recommend karte hain.",ponzi_related,hindi,llm_synthetic
Premium MLM crypto launching this weekend! Early bird ₹20k package returns ₹3 lakh in 30 days. Refer 10 logon ko extra ₹80k bonus milega. Slots filling rapidly.,ponzi_related,hindi,llm_synthetic
"India Elite Crypto Club! $2000 deposit, $200 daily for 30 days. AI-powered, risk-free. Only 100 elite slots available globally. Register via official admin.",ponzi_related,hindi,llm_synthetic
⏰ FINAL CALL ⏰ India Wealth Multipliers band ho raha hai midnight! ₹25k turns into ₹1.2 lakh in 21 days. Guaranteed. Tested. Trusted. Mauka mat chodo!,ponzi_related,hindi,llm_synthetic
"Bhai! Maine ₹2 lakh kamaye is platform se last week. Started ₹50k 3 weeks ago. Bot REAL hai. Comment ""INFO"" for WhatsApp group link.",ponzi_related,hindi,llm_synthetic
"NEW MMM MUMBAI! Provide Help ₹15k, Get Help ₹30k in 7 days. Verified by community. 50% bonus mavros for first 200 participants. Join immediately.",ponzi_related,hindi,llm_synthetic
"AI trading bot members ₹10,000+ daily kamate hain autopilot pe. ₹65k minimum deposit. Withdraw any bank. 6000+ Indians trust karte hain. Register today via link.",ponzi_related,hindi,llm_synthetic
"Smart Indians making smart money! Hamara forex group guaranteed 30% monthly ROI deta hai. ₹40k minimum, weekly paid. Verified track record. Limited slots remain.",ponzi_related,hindi,llm_synthetic
"Pay ₹15,000 starter package on exclusive crypto platform. Daily ₹2,500 compound interest 25 days tak. Total return ₹75k. Withdraw anytime after day 7.",ponzi_related,hindi,llm_synthetic
"Final batch for India Crypto 2.0! Deposits band ho rahe hain Friday. ₹80k turns into ₹2.5 lakh in 21 days. AI-managed, fully insured. Slots filling — register fast.",ponzi_related,hindi,llm_synthetic
Withdrawal proof: ₹3.5 lakh alert just dropped 🎉🎉 Started 6 weeks ago with ₹80k. Steady weekly profits. System bulletproof hai. DM for details.,ponzi_related,hindi,llm_synthetic
"Exclusive offer for smart Indians! ₹35k forex starter pack, returns ₹1.5 lakh in 30 days. Tested 2000+ times. Verified withdrawals. Don't miss this opportunity.",ponzi_related,hindi,llm_synthetic
"India Diamond Members Only! $5000 deposit, $500 daily for 30 days. That's $15k from $5k. AI smart contracts protect your funds. Limited to 50 elite investors.",ponzi_related,hindi,llm_synthetic
"Extra ₹80k monthly chahiye? Join forex signals VIP group. ₹12k subscription, signals making members ₹3,500+ daily. 94% win rate. Slots closing Sunday.",ponzi_related,hindi,llm_synthetic
"Hustle band karo! Hamara AI bot daily ₹8k kamata hai autopilot pe. ₹50k deposit, 30-day contract. Risk-free, automated. 4000+ members already earning.",ponzi_related,hindi,llm_synthetic
Naya investment platform paying massive! ₹80k turns into ₹3 lakh in 45 days. Bank-grade security. SEBI compliant. Same-day withdrawals. Limited 200 slots.,ponzi_related,hindi,llm_synthetic
"Pay ₹4,000 entry fee on exclusive matrix platform! Complete 3x3 matrix, withdraw ₹1 lakh. Avg completion 30 days. Already 10k matrices completed.",ponzi_related,hindi,llm_synthetic
"URGENT! India Forex final phase Monday open ho raha hai. Last chance to invest before permanent closure. ₹80k minimum, 20% monthly returns. Limited.",ponzi_related,hindi,llm_synthetic
India Wealth Solutions VIP! Premium package ₹2.5 lakh earns ₹60k weekly. Withdrawals every Friday to your bank. Already ₹80 crore paid to investors this year.,ponzi_related,hindi,llm_synthetic
"Crypto wealth opportunity! Deposit 100 USDT, hamara trading bot grow karega 500 USDT in 30 days. Guaranteed. Withdraw anytime. Refer dost, 20% commission.",ponzi_related,hindi,llm_synthetic
Indians abroad ke liye massive opportunity! Diaspora investment scheme returns 200% in 90 days. Min $500. Verified payouts to Western Union and bank.,ponzi_related,hindi,llm_synthetic
"India FastCash Premium! $300 deposit, $30 daily for 20 days. Total return $600. AI-managed, risk-free trading. Slots filling — secure yours today.",ponzi_related,hindi,llm_synthetic
Just withdrew ₹5 lakh from this forex platform 🎉 Started ₹1.2 lakh 8 weeks ago. Steady compound growth. No scam — Indian regulators verified.,ponzi_related,hindi,llm_synthetic
"Naya AI mining program launched! ₹40k starter package, 6% daily for 25 days. Withdraw anytime. Refer 5 dost get free upgrade to Premium.",ponzi_related,hindi,llm_synthetic
EXCLUSIVE drop! Hamara wealth multiplication program ₹20k ko ₹1.2 lakh banata hai 21 din mein. Tested 5000+ times. Verified bank withdrawals. 100 slots daily.,ponzi_related,hindi,llm_synthetic
URGENT slot alert! Premium MMM India phase Monday open ho raha hai. ₹40k provide help returns ₹80k in 14 days. Verified by admins. Mauka mat chodo!,ponzi_related,hindi,llm_synthetic
"Trading masters group offer! ₹15k entry, signals making ₹4k+ daily. 95% accuracy. Already 7000+ members. Withdraw to Paytm/PhonePe/UPI anytime.",ponzi_related,hindi,llm_synthetic
"India Crypto Pro is REAL deal! Mera dost ne ₹1.5 lakh deposit kiya last month, just withdrew ₹4.5 lakh yesterday. Bot consistent hai. Comment for admin contact.",ponzi_related,hindi,llm_synthetic
"Wealth-creation opportunity! Pay ₹28k entry, 4 dost recruit karo, withdraw ₹1.5 lakh in 18 days. Pyramid system. 15,000 cycles completed nationally.",ponzi_related,hindi,llm_synthetic
"Brand new crypto arbitrage platform! Deposit $200, earn $20 daily for 30 days. AI-managed, risk-free. Refer dost earn 15% commission. Slots filling fast.",ponzi_related,hindi,llm_synthetic
Weekend hot offer! Forex platform 50% bonus de raha hai deposits over ₹80k. Earn 25% monthly guaranteed. Slots closing Sunday — register fast.,ponzi_related,hindi,llm_synthetic
"India Diamond Club opening! ₹8k entry, recruit 2 dost, withdraw ₹65k in 24 hours. 100k cycles completed already. Verified payouts. Trustworthy admin team.",ponzi_related,hindi,llm_synthetic
AI Trading Pro India! Members ₹12k daily kamate hain on automated platform. ₹65k starting deposit. Withdraw anytime. Already paid ₹150 crore this year.,ponzi_related,hindi,llm_synthetic
"FINAL CHANCE! India Loom Premium closing registration midnight. ₹12k entry, ₹95k payout when loom completes. Avg 8 days. Tested 50k+ times.",ponzi_related,hindi,llm_synthetic
Get rich with exclusive investment club! ₹1.5 lakh membership earns ₹40k weekly for 12 weeks. Total profit ₹3 lakh. Verified withdrawals. Join elite.,ponzi_related,hindi,llm_synthetic
"Passive income chahiye? Hamara AI forex bot tumhare liye ₹5,500 daily kamata hai. ₹35k starting deposit. Withdraw anytime. 10,000+ Indians trust karte. Register now.",ponzi_related,hindi,llm_synthetic
India Wealth Diamond! ₹4 lakh earns ₹1 lakh weekly for 16 weeks. That's ₹16 lakh from ₹4 lakh. Withdrawals process Friday. SEBI compliant. Limited slots.,ponzi_related,hindi,llm_synthetic
Hot crypto opportunity aaj drop ho raha hai! Hamara AI bot USDT trade karta 8% daily compound pe. Min $100. Verified withdrawals. 15k members earning. Don't sleep!,ponzi_related,hindi,llm_synthetic
"NEW MMM PHASE LAUNCHING! Provide Help ₹80k, Get Help ₹1.6 lakh in 21 days. Verified by community. 30% bonus first 100 participants. Join WhatsApp group.",ponzi_related,hindi,llm_synthetic
"India Crypto Final Phase! Last chance to invest before permanent closure. $500 deposit returns $1,500 in 30 days. AI-managed. Don't miss final wealth wave!",ponzi_related,hindi,llm_synthetic
Smart investors only! Exclusive forex group earning members ₹15k+ daily. ₹20k monthly subscription. 96% win rate. 8000+ Indians trust. Slots filling.,ponzi_related,hindi,llm_synthetic
"Doosron ko amir banta dekh ke band karo! Crypto mining bot daily ₹10k kamata hai autopilot. ₹55k deposit, 30-day contract. Withdraw via Paytm/UPI anytime.",ponzi_related,hindi,llm_synthetic
"Premium wealth opportunity! Pay ₹40k entry, earn ₹12k weekly for 10 weeks. That's ₹1.2 lakh profit from ₹40k. SEBI-aware platform. Verified payouts.",ponzi_related,hindi,llm_synthetic
"Naya AI investment platform paying daily! ₹65k starter package returns ₹2 lakh in 30 days. Withdraw to any Indian bank. 12,000 members earning consistently.",ponzi_related,hindi,llm_synthetic
URGENT FINAL CALL! India Wealth Federation closing registration tonight midnight. ₹32k turns into ₹1.6 lakh in 25 days. Guaranteed. Tested. Trustworthy.,ponzi_related,hindi,llm_synthetic
Dost yeh sahi platform hai! Pichle 6 mahine se mere bhai ne ₹3 lakh kamaye. Sirf ₹50k laga ke shuru kiya. Telegram group join karo proof ke liye.,ponzi_related,hindi,llm_synthetic
"Aaj mass payout! 50 members ne ₹1.5 lakh+ withdraw kiya hamare platform se. Tum bhi join karo. Min ₹25k deposit, daily ₹3k income. SBI/HDFC mein direct.",ponzi_related,hindi,llm_synthetic
Behenji main bhi shuru mein dar gayi thi. Lekin ₹20k laga ke 30 din mein ₹80k mil gaya. Sach mein paisa double hota hai. Trust karo aur invest karo.,ponzi_related,hindi,llm_synthetic
Tax-free investment alert! Hamara offshore crypto platform 100% returns deta hai bina kisi tax ke. Min $200 deposit. Indian banks pe withdrawal. Limited slots.,ponzi_related,hindi,llm_synthetic
"Bhai abhi tak nahi kiya? CBEX India branch khul gayi! ₹30k deposit, daily ₹2k. AI trading bot 30 din mein paisa double karta. Don't wait — slots filling!",ponzi_related,hindi,llm_synthetic
"Pyramid scheme but legal! Top mein admins, neeche tum. ₹10k pay karo, 4 logon ko recruit karo, ₹50k withdraw karo. Math simple hai. Try karke dekho.",ponzi_related,hindi,llm_synthetic
"Crypto staking ka jadu! Deposit 1000 USDT, daily 8% earn karo automatically. Compounding interest forever. Withdraw kabhi bhi. 20% referral commission.",ponzi_related,hindi,llm_synthetic
Bhaiyon yeh dekho! Maine 6 mahine pehle ₹50k laga ke shuru kiya tha. Aaj ₹6 lakh ka portfolio hai. Bot daily 5-7% return deta hai. Pucca scheme hai.,ponzi_related,hindi,llm_synthetic
Naya gold mining investment app! ₹20k laga ke daily ₹2k kamao. Real gold backed. Government registered. 30-day contract guaranteed. Slots filling fast.,ponzi_related,hindi,llm_synthetic
"India Royal Forex VIP! Diamond tier ₹5 lakh deposit, ₹1.25 lakh weekly for 16 weeks. Total ₹20 lakh from ₹5 lakh. SEBI compliant. Verified payouts.",ponzi_related,hindi,llm_synthetic
FREE 100% bonus aaj sirf! Register karo ₹20k deposit ke saath aur free ₹20k bonus paao. Trading capital ₹40k ho jayega. 30-day contract. Don't miss!,ponzi_related,hindi,llm_synthetic
"Bachpan ka dost mila aaj! Usne bataya ki ek scheme se ₹15 lakh kamaye. Maine bhi try kiya, ₹1 lakh laga ke ₹4 lakh mile. Genuine hai bhai!",ponzi_related,hindi,llm_synthetic
"Daily compound interest pe shoo! Min ₹15k deposit, daily 4% interest 25 days tak. Total return ₹39k. Verified by RBI? Of course nahi but kaam karta hai!",ponzi_related,hindi,llm_synthetic
"Naya scheme aaj launch! Pay ₹5k membership fee, 8 logon ko refer karo, ₹50k cash out karo. Loom money structure. Test kiya gaya 5000+ times.",ponzi_related,hindi,llm_synthetic
"Indian crypto millionaires! Sirf ₹50k laga ke startup mein, 6 mahine baad ₹10 lakh. AI trading magic. Telegram group mein proofs hain. Sign up via link.",ponzi_related,hindi,llm_synthetic
"VIP forex master Akash bhai signals share kar rahe hain! ₹15k subscription, monthly ₹80k+ kamao. 96% win rate. WhatsApp +91 98xxxxx for invite.",ponzi_related,hindi,llm_synthetic
Dost forex trading sikhao karna chahta hai. Hamara course ₹25k mein. Plus VIP signals group lifetime access. Daily ₹3-5k profit guaranteed. Pay via UPI.,ponzi_related,hindi,llm_synthetic
Last 24 hours bhai! India Wealth Pro 50% bonus offer khatam ho raha hai. ₹50k deposit ke saath ₹25k FREE bonus. Total trading capital ₹75k. Hurry!,ponzi_related,hindi,llm_synthetic
Bachat khata se nahi banoge amir. Hamara investment platform ₹40k ko ₹2 lakh banata hai 30 din mein. Daily withdrawal facility. SBI/HDFC instant transfer.,ponzi_related,hindi,llm_synthetic
Maine apni dadi ka pension lagaya is platform pe. 3 mahine baad pension double ho gayi! Real-life testimony. Aap bhi try karo. ₹10k se shuru kar sakte ho.,ponzi_related,hindi,llm_synthetic
"Forex auto-trading bot ki magic! Connect karo broker account, bot sambhalega trades. Daily ₹2-4k pakka. ₹30k starting capital. Tested 6 months. Reliable.",ponzi_related,hindi,llm_synthetic
"Naya Loom Money India variant! ₹6k entry fee, 8 logon ko recruit karo, ₹48k payout 5 din mein. Pyramid structure but works! Test kiya 30k+ cycles.",ponzi_related,hindi,llm_synthetic
Bhaiyon final chance! India Royal Crypto closing tonight 11:59 PM. ₹35k deposit returns ₹1.5 lakh in 25 days. AI-managed. Already 200 crore paid out.,ponzi_related,hindi,llm_synthetic
🚨 Investasi cerdas dengan return 10% per hari! Mulai dari Rp 500.000 dan dapatkan Rp 5 juta dalam sebulan. Dijamin aman dan legal. Daftar sekarang!,ponzi_related,indonesian,llm_synthetic
"CBEX Indonesia buka slot baru! AI trading otomatis, profit 100% dalam 30 hari. Deposit minimum Rp 2 juta. Daftar sekarang sebelum tutup. Limited slots!",ponzi_related,indonesian,llm_synthetic
Bro saya baru tarik Rp 8 juta dari platform ini! Modal awal cuma Rp 1 juta dua minggu lalu. Bukan scam bro. Pakai kode referral DEMI2024 dapat bonus Rp 200rb 💰,ponzi_related,indonesian,llm_synthetic
Peluang emas! Bergabung dengan grup investasi forex eksklusif. Modal Rp 1 juta jadi Rp 5 juta dalam 2 minggu. Tanpa risiko. Garansi 100%.,ponzi_related,indonesian,llm_synthetic
"⚡ URGENT ⚡ Slot tutup MALAM INI! Bayar Rp 500rb entry fee, terima Rp 2 juta dalam 7 hari. Pyramid structure, payout dijamin saat downline penuh. Admin verified ✅",ponzi_related,indonesian,llm_synthetic
Bot mining crypto terbaru! Hubungkan wallet Anda dan dapatkan Rp 500.000 per hari otomatis. 100 pengguna pertama bonus Rp 2 juta. Buruan daftar 🚀,ponzi_related,indonesian,llm_synthetic
Saya sudah buktikan! Invest Rp 3 juta minggu lalu dan withdraw Rp 9 juta hari ini. Bukan penipuan. WhatsApp 08123xxxxx untuk link grup.,ponzi_related,indonesian,llm_synthetic
Kesempatan terbatas! Program referral membayar komisi 20% seumur hidup. Ajak teman dan nikmati passive income jutaan per bulan. Bergabung sekarang!,ponzi_related,indonesian,llm_synthetic
