alert_id,timestamp,platform,text,true_label,risk_score,risk_level,flags_triggered,ponzi_unique_flags,explanation,stage3_alert
PG-20260524-00134,2026-05-24T19:56:15.975926,Telegram,to invest is not the problem but getting returns and profit is where most of us have problems i have lose my hard earned money on fake site but all thanks to mrs britsi jennifer for helping me to recover my lost i invested $200 and i got $2000 as my profit💰 she made me smile again!!! ✅ you too will ,ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00135,2026-05-24T19:56:15.976528,Telegram,"fw : windows xp + office xp = 80 dol lars . hey guys , remember that website a couple of you asked about a while back that had oem software , like microsoft , adobe , corel or macromedia and such ( retail being say 700 bucks they ' d have it here for 99 bucks , etc etc ) . cassie found this one and ",ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00136,2026-05-24T19:56:15.976609,Telegram,8007 25p 4 Alfie Moon's Children in Need song on ur mob. Tell ur m8s. Txt TONE CHARITY to 8007 for nokias or POLY CHARITY for polys :zed 08701417012 profit 2 charity,ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00137,2026-05-24T19:56:15.976778,Telegram,new in town📛 investment packages🫐🫐🫐 daily bonus interest calculator🍹invested capital × 0 15🍹 🍷🍷🍷 invested capital and get back daily bonus interest withdrawable 👇👇👇 🍭 500 get 75/ daily ✨for 30days🦚 🍭 1000 get 150/ daily✨ for 30days🦚 🍭 2000 get 300/ daily✨ for 30days🦚 🍭 2500 get 375/ daily✨ for 30day,ponzi_related,1,LOW,1,0,Triggered 1 rule(s) including 0 Ponzi-specific pattern(s). Risk score: 1. Categories: Withdrawal / Deposit Language.,False
PG-20260524-00138,2026-05-24T19:56:15.976887,Telegram,🤑🤑🤑🤑🤑🤑🤑🤑🤑🤑🤑🤑🤑🤑🤑most of us has loosed alot in bitcoin investment im not an exception too but today i have finally found a  that pays instantly and also stable day traders proving to be real and legalized investments plans with good online support service all you need is a bitcoin wallet join the  and,ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00139,2026-05-24T19:56:15.977365,Telegram,"> > > holiday in florida ! < < < ` , , ` , , ` , , ` florida / bahamas / cancun family holiday ! ! ! ! ` , , ` , , ` , , ` you have been selected to enter for a limited time only ! family getaway for 2 adults 3 children or 4 adults ! offer now available world wide for a limited time only ! if select",ponzi_related,3,LOW,2,0,"Triggered 2 rule(s) including 0 Ponzi-specific pattern(s). Risk score: 3. Categories: Urgency / Scarcity, Withdrawal / Deposit Language.",False
PG-20260524-00140,2026-05-24T19:56:15.977525,Telegram,on january 1635465st 1635465 the european countries began using the new euro never before have so many countries with such powerful economies united to use a single currency get your piece of history now we would like to send you a free euro and a free report on world currency just visit our site to,ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00141,2026-05-24T19:56:15.977970,Telegram,"REQUEST FOR URGENT BUSINESS ASSISTANCE
--------------------------------------
Your contact was availed to me by the chamber of
commerce. It was given  to me because of my diplomatic 
status as I did not disclose the actual reasons for 
which I sought your contact. But I was
assured That you are repu",ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00142,2026-05-24T19:56:15.978143,Telegram,reply a s a p united trust bank limited 80 haymarket london swly 4 te i am mr alexander george the account officer of mr morris thompson who died in the plane crash of alaska airlines flight 261 which crashed on january 31 2000 along with his wife and only daughter who happens to be his next of kin ,ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00143,2026-05-24T19:56:15.978406,Telegram,"This is the worst job market we've seen in over 30 years.  The recent corporate scandals have further deepened the lack 
confidence in our economy and the plunging stock market that
 is in the headlines this week will lead to additional layoffs creating 
an EVEN MORE DIFFICULT JOB MARKET.Finding a j",ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00144,2026-05-24T19:56:15.978487,Telegram,"Indonesian cerdas making smart money! Forex group kami offers guaranteed 30% monthly ROI. Min Rp 1.5 juta, paid weekly. Verified track record. Slot terbatas.",ponzi_related,1,LOW,1,0,Triggered 1 rule(s) including 0 Ponzi-specific pattern(s). Risk score: 1. Categories: Social Proof Manipulation.,False
PG-20260524-00145,2026-05-24T19:56:15.978575,Telegram,its all about you make an investment and it generates to bring i high return of profit i will be trading for you and also managing the trading account to bring hug return of profit so you dont have to stress your self,ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00146,2026-05-24T19:56:15.980637,Telegram,"re : how 's it going ? keep reading to find out how you can . . . send out a bulk email advertisement for your business or web site to over 25 , 000 , 000 people on the internet for free ! you may shudder at the thought of bulk email . . but the simple truth is . . bulk email works ! if bulk email d",ponzi_related,2,LOW,1,0,Triggered 1 rule(s) including 0 Ponzi-specific pattern(s). Risk score: 2. Categories: Urgency / Scarcity.,False
PG-20260524-00147,2026-05-24T19:56:15.980773,Telegram,msnbc rates hit 18 year low 4 75 28940 now you can have hundreds of lenders compete for your loan fact interest rates are at their lowest point in 40 years you re eligible even with less than perfect credit refinancing new home loans debt consolidation debt consultation auto loans credit cards stude,ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00148,2026-05-24T19:56:15.981176,Telegram,"the new taber ' s cyclopedic medical dictionary - 20 th edition ! new product announcement from handheldmed . com ! ! ! available now for smartphones , pdas and desktop pcs ! supports all palm , windowsmobile , symbian and other smartphone os ' s as well as windows for the pc . the new taber ' s cyc",ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00149,2026-05-24T19:56:15.981297,Telegram,"elizabeth 25 has invited you to open a cheating ' house _ wife _ services account cheating ' house _ wife _ services id : elizabeth 25 age : 25 measurement : 36 28 36 status : married , but looking fantasy : do some filthy things with an attractive man , not knowing his name . favorite sexual positi",ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00150,2026-05-24T19:56:15.981536,Telegram,"the right tools - valuable resources ! the rumors are true ! * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * * it 's true ! you can make a lot of * money * marketing on the web ! with the potential to reach millions , the internet is a dream come true - - for those that have the to",ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00151,2026-05-24T19:56:15.981786,Telegram,failure notice hi . this is the qmail - send program at backup - smtp - 2 . star . net . uk . i ' m afraid i wasn ' t able to deliver your message to the following addresses . this is a permanent error ; i ' ve given up . sorry it didn ' t work out . : 81 . 171 . 128 . 25 does not like recipient . r,ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00152,2026-05-24T19:56:15.981960,Telegram,"hot online casino ov welcome to casino zeal , bringing the glamour and excitement of real casino action to your desktop . fast payouts , generous comps , and around - the - clock friendly customer support make casino zeal the premiere destination for wagering online . be our guest today as a real pl",ponzi_related,5,MEDIUM,2,1,"Triggered 2 rule(s) including 1 Ponzi-specific pattern(s). Risk score: 5. Categories: Tiered Investment Packages, Withdrawal / Deposit Language.",True
PG-20260524-00153,2026-05-24T19:56:15.982056,Telegram,official bot launched 🥳 per refer 2rs min withdrawal 2rs bot link freefire111bot fake refer not paid ❌ payment in 5 min ✅ payment channel tkpay officialbot,ponzi_related,1,LOW,1,0,Triggered 1 rule(s) including 0 Ponzi-specific pattern(s). Risk score: 1. Categories: Withdrawal / Deposit Language.,False
PG-20260524-00154,2026-05-24T19:56:15.982223,Telegram,"get the best rate on a home loan ! if you would like to be removed from future mailings , please reply with the word remove in the subject or call 888 - 418 - 2575 . let lenders compete for your business ! click here cash back refinances no equity 2 nd trust deeds debt consolidation no income verifi",ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00155,2026-05-24T19:56:15.982384,Telegram,beautiful custom websites 1635465 complete get a beautiful 1635465 custom web site or yours redesigned for only 1635465 we have references coast to coast and will give you plenty of sites to view includes up to 1635465 pages you can add more java rollover buttons feedback forms more it will be const,ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00156,2026-05-24T19:56:15.983140,Telegram,"gnbt fact sheet generex biotechnology corporation . investor fact sheet at a glance : symbol nasdaqsc : gnbt price ( 3 / 4 / 05 ) : $ 0 . 61 52 - week high / low : $ 0 . 58 / $ 1 . 86 av . volume ( 3 - mo ) : 303 , 681 shares outstanding : 34 . 76 million float : 29 . 6 million % held by insiders : ",ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00157,2026-05-24T19:56:15.983463,Telegram,"[ ilug ] deal subject : urgent concern pls . i am a serious officer with one of our main branches of citi bank , consumer banking department . although we didn ' t have previous correspondence till date . however , based on the standard value place on everything about you , i believed we could discu",ponzi_related,1,LOW,1,0,Triggered 1 rule(s) including 0 Ponzi-specific pattern(s). Risk score: 1. Categories: Withdrawal / Deposit Language.,False
PG-20260524-00158,2026-05-24T19:56:15.983620,Telegram,from mrs fatima rasheed dear beloveth i am mrs fatima rasheed khalifa a widow to late sheik mohammed rasheed khalifa am 54 years old presently i am suffering from long time cancer of the breast from all indications my condition is really deteriorating because of the unsuitable condition in my countr,ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00159,2026-05-24T19:56:15.984626,Telegram,financial and marketing skills seminar we are not affiliated with any university or college . we are a private business consulting company . the seminar ' s topics are linked together by two overarching business methodologies : i . value - based financial management methodology a . to provide a retu,ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00160,2026-05-24T19:56:15.984725,Telegram,✅5x prime video six month account in stock ✅ 🔥indian content 🔥private with warranty 6 month 🔥edu mail made student trial ✅price 80 each ❤️one shot 380rs ❤️ ❤️escrow accepted❤️ dm @darkdevilxd,ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00161,2026-05-24T19:56:15.984897,Telegram,"=================================Guaranteed to increase, lift and firm your
breasts in 60 days or your money back!!100% herbal and natural.  Proven formula since 
1996.  Increase  your bust by 1 to 3 sizes within 30-60 
days and be all natural.  Click here:
http://64.123.160.91:81/li/wangxd/
http://",ponzi_related,5,MEDIUM,1,1,Triggered 1 rule(s) including 1 Ponzi-specific pattern(s). Risk score: 5. Categories: Guaranteed Returns.,True
PG-20260524-00162,2026-05-24T19:56:15.984974,Telegram,25p 4 alfie moons children in need song on ur mob tell ur m8s txt tone charity to 8007 for nokias or poly charity for polys zed 08701417012 profit 2 charity,ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00163,2026-05-24T19:56:15.985052,Telegram,netflix iban account available 80rs account on your mail ✉️ escrow accepted ✅,ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00164,2026-05-24T19:56:15.985225,Telegram,"all graphics software available , cheap oem versions . good morning , we we offer latest oem packages of all graphics and publishinq software from corel , macromedia , adobe and others . $ 80 adobe photoshop 8 . 0 / cs $ 140 macromedia studio mx 2004 $ 120 adobe acrobat 7 . 0 professional $ 150 adob",ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00165,2026-05-24T19:56:15.985389,Telegram,start your trading day with a bang homeland security investments the terror attacks on the united states on september 11 20 ol have changed the security landscape for the foreseeable future both physical and ogica security have become paramount for al industry segments especially in the banking nati,ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00166,2026-05-24T19:56:15.985472,Telegram,i invest on trust millions binary fx and get my profit successfully i invested $500 and i get the profit of $7000 in return check on the link to inbox them and benefit from it 👇👇👇👇👇👇,ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00167,2026-05-24T19:56:15.985546,Telegram,pay just 20 rest 80 pay after possesion loan bydhfl 2/3/4 bhk appts2772p sq ft in sec37d ggn township on dwarka expressway 100 profit 8800322199,ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00168,2026-05-24T19:56:15.986665,Telegram,two stocks you should own quest oil corporation ' s mission is to optimize the development of oil gas resources out of its petroleum licenses in order to create the greatest value for its shareholders . quest oil intends to accomplish this by managing the exploration process and only incorporating j,ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00169,2026-05-24T19:56:15.987049,Telegram,"the greatest is love dear friend , as you read this , i don ' t want you to feel sorry for me , because , i believe everyone will die someday . my name is umaru aliyu , a merchant in dubai , in the u . a . e . i have been diagnosed with esophageal cancer caring for my health . it has defiled all for",ponzi_related,1,LOW,1,0,Triggered 1 rule(s) including 0 Ponzi-specific pattern(s). Risk score: 1. Categories: Withdrawal / Deposit Language.,False
PG-20260524-00170,2026-05-24T19:56:15.987159,Telegram,i have benefited so much from his excellent trading technique beginning this journey i started up with 800 within 24hours i got a return of 8000 his experience and trustworthiness is unmatched contact him via mackjeffers mackjeffers,ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00171,2026-05-24T19:56:15.987369,Telegram,"save a bundle on meds ! got a condition ? if you require any of the medications below , save up to 80 % here : http : / / www . munaju . info / 92 / allergy : claritin - zyrtec antibiotic : asacol - ceftin - cipro - tequin anti depressant : celexa - effexor - paxil - prozac - remeron - zoloft anxiet",ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00172,2026-05-24T19:56:15.987441,Telegram,💻 netflix cracked🖥 ⏳login guaranteed⏳ 📍random ip single16₹ bulk13₹min 10 fresh stock escrow accepted,ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00173,2026-05-24T19:56:15.987531,Telegram,i am a licensed forex & bitcoin investorstrader as you can see on my bio i do trade and manage portfolio for investors and cooperate and generate over 85 winprofits ratio on forex& bitcoin trades with the aid of my algorithm trade software +1 289 9751914,ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00174,2026-05-24T19:56:15.987597,Telegram,bonus 1:1 stock split from rs 5 to rs 2 and inr 200 dividend investing garry1313,ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00175,2026-05-24T19:56:15.987990,Telegram,"Dear Subscriber,If I could show you a way to get up to 10,000 visitors a day to your web site, noting that it will cost you no money, and only 30 minutes a day of your time would you be interested?Click on the link (or copy and paste to your browser) for more information:http://www.worldbizservices.",ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00176,2026-05-24T19:56:15.988354,Telegram,"salaam / greetings dear , i am mrs . suha arafat , the wife of yasser arafat , the palestinian leader who died recently in paris . since his death and even prior to the announcement , i have been thrown into a state of antagonism , confusion , humiliation , frustration and hopelessness by the presen",ponzi_related,1,LOW,1,0,Triggered 1 rule(s) including 0 Ponzi-specific pattern(s). Risk score: 1. Categories: Withdrawal / Deposit Language.,False
PG-20260524-00177,2026-05-24T19:56:15.988521,Telegram,ill help 40 people on how to earn 1800 in 24hours without stress all you need is to download a bitcoin wallet fund it and invest on our  you can start with any amount but you will have to pay me 10 after receiving your first profit ask me for info or write me on my 👇🏼👇🏼👇🏼👇🏼👇🏼👇🏼 diannascott diannasco,ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00178,2026-05-24T19:56:15.988615,Telegram,"Massive opportunity! Pay ₦30,000 one-time fee, earn ₦15,000 weekly for life. Pyramid binary plan, 10 levels deep, fully automated. Limited to first 500 sign-ups.",ponzi_related,10,HIGH,2,2,"Triggered 2 rule(s) including 2 Ponzi-specific pattern(s). Risk score: 10. Categories: Pyramid / Network Structure, Recruitment Incentives.",True
PG-20260524-00179,2026-05-24T19:56:15.989239,Telegram,"earn more with this smallcap hidden gem - new opportunity investor alert ( 4 / 19 / 05 ) the children  s internet , inc . ( citce . ob ) near term price proj : $ 10 shares outstanding : 26 , 578 , 138 market cap : $ 81 , 00 o , 00 o in january ' 05 blue horeshoe loved report # 45 ( snsta . ob ) at ",ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00180,2026-05-24T19:56:15.989400,Telegram,congratulations on your 6 new signups we guarantee you signups before you ever pay a penny we will show you the green before you ever take out your wallet sign up for free and test drive our system no obligation whatsoever no time limit on the test drive our system is so powerful that the system enr,ponzi_related,5,MEDIUM,1,1,Triggered 1 rule(s) including 1 Ponzi-specific pattern(s). Risk score: 5. Categories: Pyramid / Network Structure.,True
PG-20260524-00181,2026-05-24T19:56:15.989985,Telegram,"stock market information for you sender : trinity ventures , inc . address : 1911 westmead # 2710 , houston , tx 7707 call or fax toll free : 877-393 - 7237 hours : 9 am to 5 pm cst hi , we received your e-mail address as someone who is interested in stock market information . this e-mail is for inf",ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00182,2026-05-24T19:56:15.990129,Telegram,fw user name password to membership to 15 sites cpunks minder net pknkn adult club offers free membership 15 of the best adult sites on the internet for free instant access to all sites now your user name and password is user name cpunks minder net password do 949 w 4 z news 07 01 02 with just over ,ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00183,2026-05-24T19:56:15.991417,Telegram,"owning a good stock is a gratifying experience montana oi | and gas , inc . ( mogi ) to expiore further opportunities in aiberta canada , is an energy developer in canada ' s most highly coveted reservoirs . aggressive investors and traders may want to watch montana oil and gas ( mogi ) again this m",ponzi_related,1,LOW,1,0,Triggered 1 rule(s) including 0 Ponzi-specific pattern(s). Risk score: 1. Categories: Withdrawal / Deposit Language.,False
PG-20260524-00184,2026-05-24T19:56:15.991574,Telegram,get your favorite poker action at url play against real people from around the world for real money or just for fun access one of the busiest poker rooms online we ve dealt over 1635465 million hands experience the best poker software available today featuring world class graphics true random shuffl,ponzi_related,1,LOW,1,0,Triggered 1 rule(s) including 0 Ponzi-specific pattern(s). Risk score: 1. Categories: Withdrawal / Deposit Language.,False
PG-20260524-00185,2026-05-24T19:56:15.992464,Telegram,"monocular , vivi is our august stock pick of the month - set to bounce back to 25 cents lacy colbert , news * news * news vivi * vivi * vivi * vivi * vivi * vivi * vivi * vivi * vivi - viva international / srx transcontinental , inc . to joint venture viva international , inc . ( vivi ) announced th",ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00186,2026-05-24T19:56:15.992632,Telegram,"urgent security notification ! dear valuedpaypalmember : we recently noticed one or more attempts to log in to your paypal account from a foreign ip address . if you recently accessed your account while traveling in rusia , the unusual log in attempts may have been initiated by you . however , if yo",ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00187,2026-05-24T19:56:15.993113,Telegram,"OFFICE OF:EGNR. FEMI DANIEL
FEDERAL MINISTRY OF WORKS AND HOUSING
FEDERAL SECRETARIAT OFFICE COMPLEX
IKOYI-LAGOS.ATTN:,                  First, I must solicit your strictest confidence in this transaction, this is by virtue of itÂ’s nature as being utterly confidential and top secret as you were int",ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00188,2026-05-24T19:56:15.993245,Telegram,im so grateful meeting mr hoyet anastasia who has change my financial status today through bitcoin mining investment this is my second withdrawal i no longer depend on my little paycheck that can not settle my bills with the help of mr hoyet i and my family can now live our dream life today am free ,ponzi_related,1,LOW,1,0,Triggered 1 rule(s) including 0 Ponzi-specific pattern(s). Risk score: 1. Categories: Withdrawal / Deposit Language.,False
PG-20260524-00189,2026-05-24T19:56:15.993336,Telegram,"Naya AI investment platform paying daily! ₹65k starter package returns ₹2 lakh in 30 days. Withdraw to any Indian bank. 12,000 members earning consistently.",ponzi_related,5,MEDIUM,2,1,"Triggered 2 rule(s) including 1 Ponzi-specific pattern(s). Risk score: 5. Categories: Tiered Investment Packages, Withdrawal / Deposit Language.",True
PG-20260524-00190,2026-05-24T19:56:15.993445,Telegram,with your minimum amount of $200 you can easily earn up to $480 in 24hours with the help of mr lewis peterson i just received my profit of my last trade and i decided to share with you all contact via link below if you want to testify like me 👇 👇 👇 👇 👇 👇 👇 👇 👇 👇 👇,ponzi_related,1,LOW,1,0,Triggered 1 rule(s) including 0 Ponzi-specific pattern(s). Risk score: 1. Categories: Social Proof Manipulation.,False
PG-20260524-00191,2026-05-24T19:56:15.994072,Telegram,pass - through publications are here today you had 100 digital web books downloaded and within two weeks there are 600 circulating . two months later you have 4000 in the marketplace . tidal wave or viral marketing is a wonder of our new society . see how major corporations have already embraced dig,ponzi_related,2,LOW,1,0,Triggered 1 rule(s) including 0 Ponzi-specific pattern(s). Risk score: 2. Categories: Urgency / Scarcity.,False
PG-20260524-00192,2026-05-24T19:56:15.994711,Telegram,stox maven news - letter * * * watch this one july 21 breaking news alert issue - big news coming * * * china world trade corp . symbol : cwtd current price : $ 2 . 46 7 day target : $ 8 . 00 $ $ $ we gave you : pntv at $ 1 . 10 cdgt at $ 1 . 97 lets make it 3 for 3 look for huge news this company b,ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00193,2026-05-24T19:56:15.994872,Telegram,will this stox rock we told you to watch it s still not too late trading alert timing is everything profits of 200 400 expected trading symbol cdgt ob opening price 3 15 yes it is moving wednesday could be even bigger 10 day target 7 8 news alert press releasepress releasepress release press release,ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00194,2026-05-24T19:56:15.995432,Telegram,"windows xp , all adobe software just go and get it for 49 . 95 ! buildup opt - in email offer for october 2004 unsubscribe me search software top 10 new titles on sale now ! 1 office pro edition 20032 windows xp pro 3 adobe creative suite premium 4 systemworks pro 2004 edition 5 flash mx 20046 corel",ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00195,2026-05-24T19:56:15.995524,Telegram,i used to think online investment is a scam till i saw a testimony about this  so i decided to give it a try once more and when i did invest 2000 i got my profit in just 48hrs of trade and am so grateful for getting to know this 👇👇👇👇,ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00196,2026-05-24T19:56:15.996280,Telegram,"investor alert spni up 20 % ticker symbol : spni sector : entertainment industry : pro - sports current price : $ 0 . 43 shares outstanding : 50 , 000 , 000 approx . float : 12 , 000 , 000 http : / / www . . com investor alert ! we told you last week about ( otcpk : spni ) . recently , this stock ha",ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00197,2026-05-24T19:56:15.996642,Telegram,"my dear friend reply me urgent , god bless you ! ! ! my dear friend , as you read this , i don ' t want you to feel sorry for me , because , i believe everyone will die someday . my name is mr . mushtaq yousif sultan , a merchantin dubai , in the u . a . e . i have been diagnosed with esophageal can",ponzi_related,1,LOW,1,0,Triggered 1 rule(s) including 0 Ponzi-specific pattern(s). Risk score: 1. Categories: Withdrawal / Deposit Language.,False
PG-20260524-00198,2026-05-24T19:56:15.996746,Telegram,hello friend please visit mr @marksteve1 i invested my first $500 with him and he trade for me and gave me $5500 in just 24 hours of trade in my account without withdrawal fee which i lost in others  this trader is 100 sure and legitimate please click on link,ponzi_related,1,LOW,1,0,Triggered 1 rule(s) including 0 Ponzi-specific pattern(s). Risk score: 1. Categories: Withdrawal / Deposit Language.,False
PG-20260524-00199,2026-05-24T19:56:15.997043,Telegram,"got leads ? hey , i am forwarding you the ad they sent me . i tried the leads and think we should use them for our team . what do you think ? thanks , john you have been invited to join the co - op lead sale extended we have recently put together a lead co - op specifically for your group . we have ",ponzi_related,5,MEDIUM,1,1,Triggered 1 rule(s) including 1 Ponzi-specific pattern(s). Risk score: 5. Categories: Pyramid / Network Structure.,True
PG-20260524-00200,2026-05-24T19:56:15.997691,Telegram,"e Earn
        $1500 Or More Per Week!
         
          Â 
        This offer is limited to the first 49
          people who contact me today!Let's face it, every business
                opportunity is not for everyone.Â  You need something that
                fits your needs, budget, and sche",ponzi_related,3,LOW,2,0,"Triggered 2 rule(s) including 0 Ponzi-specific pattern(s). Risk score: 3. Categories: Urgency / Scarcity, Social Proof Manipulation.",False
PG-20260524-00201,2026-05-24T19:56:15.998023,Telegram,"The 
          World's #1 On-line Pharmacy
Order 
          from the convenience of your home!
We Offer The Widest Range Of Prescription 
          Drugs Available Through Online Ordering...
Phentermine 
          (Weight-Loss) 
          Celebrex (Pain-Relief)
          Valtrex (Treatement for Herp",ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00202,2026-05-24T19:56:15.998173,Telegram,"offce x * p professional $ 60 legal operating systems for a third of the pr ! ce we have everything ! wlndows x * p pro + office x . p pro for as low as 80 do / / ars full report the offer is valid till december 29 th stock is limited updates your details leonard lund dyer shanwears , sialkot 51310 ",ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00203,2026-05-24T19:56:15.998263,Telegram,EXCLUSIVE drop! Our wealth multiplication program go turn ₦25k to ₦150k for 21 days. Tested 5000+ times. Verified bank withdrawals. 100 slots daily.,ponzi_related,2,LOW,2,0,"Triggered 2 rule(s) including 0 Ponzi-specific pattern(s). Risk score: 2. Categories: Withdrawal / Deposit Language, Social Proof Manipulation.",False
PG-20260524-00204,2026-05-24T19:56:15.998648,Telegram,your doctor say no ? ? ? we will say yes ! ld extreme postimperial embroiling protoconulid bays sheather peculiarize reata isogenetic . unmarred amygdaloid extreme bodikin botuliform extrapelvic thraldom cusso preparation kjeldahlization . pst shellacked wooler dialectology affusion hiccupped feels ,ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00205,2026-05-24T19:56:15.998801,Telegram,netflix premium maker visa ওsolo :: ⤷ one month – 110 ⤷ three months – 320 ⤷ six months – 420 ওshared :: ⤷ 1month – 35 ⤷ 3month –100 ⤷six months – 210 ➛ paid/visa meth ➛ fully warranty ➛ 101 no hold/ wipe ➛ ph/canada/us based gb ও solo :: ⤷ one month – ₱120 ⤷ three months – ₱340 ⤷ three months 20 da,ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00206,2026-05-24T19:56:15.998970,Telegram,free adult lifetime membership limited time offer your instant access password login name zzzz url password ackwgy1635465l 1635465 of the best adult sites on the internet for free news 1635465 1635465 1635465 over 1635465 1635465 million members have signed up for free last month 1635465 1635465 new,ponzi_related,2,LOW,1,0,Triggered 1 rule(s) including 0 Ponzi-specific pattern(s). Risk score: 2. Categories: Urgency / Scarcity.,False
PG-20260524-00207,2026-05-24T19:56:15.999137,Telegram,"your online sales are low because you don _ t have enough visitors ? submitting your website in search engines may increase your online sales dramatically . lf you invested time and money into your website , you simply must submit your website oniine otherwise it wili be invisible virtualiy , which ",ponzi_related,0,LOW,0,0,No structured red flags detected by rule engine.,False
PG-20260524-00208,2026-05-24T19:56:15.999573,Telegram,"credit program "" guaranteed credit "" bad credit ? no credit ? bankruptcy ? divorce ? judgements ? student ? no problem sick of credit rejections ? we can help ! ! you can qualify for unsecured major credit cards regardless of you past credit history ! that 's right . . . no security deposit or savin",ponzi_related,1,LOW,1,0,Triggered 1 rule(s) including 0 Ponzi-specific pattern(s). Risk score: 1. Categories: Withdrawal / Deposit Language.,False
PG-20260524-00209,2026-05-24T19:56:16.000633,Telegram,"dated material please follow the instructions of this letter very carefully , immediately print and read twice . greetings hopefully my name is still on the list below . i am a retired attorney , and about two years ago a man came to me with a letter . the letter he brought me is the same as the let",ponzi_related,1,LOW,1,0,Triggered 1 rule(s) including 0 Ponzi-specific pattern(s). Risk score: 1. Categories: Social Proof Manipulation.,False
PG-20260524-00210,2026-05-24T19:56:16.000724,Telegram,Get rich with exclusive investment club! ₹1.5 lakh membership earns ₹40k weekly for 12 weeks. Total profit ₹3 lakh. Verified withdrawals. Join elite.,ponzi_related,2,LOW,2,0,"Triggered 2 rule(s) including 0 Ponzi-specific pattern(s). Risk score: 2. Categories: Withdrawal / Deposit Language, Social Proof Manipulation.",False
